0/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : 0, q_loss : 0, SCL Loss : 0×0, ICL Loss : 0×0, UCL Loss : 0×0
14955/20000, episode_reward : 20, episode_length : 3, CTR : 1.0, a_loss : -45.581748962402344, q_loss : 0.11158698797225952, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
14956/20000, episode_reward : 99, episode_length : 11, CTR : 1.0, a_loss : -51.06605529785156, q_loss : 0.1764325201511383, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
14957/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -49.6787109375, q_loss : 0.30714115500450134, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
14958/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -47.307525634765625, q_loss : 0.19596555829048157, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14959/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -54.68617630004883, q_loss : 0.22839796543121338, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
14960/20000, episode_reward : 72, episode_length : 9, CTR : 0.8888888888888888, a_loss : -45.90379333496094, q_loss : 0.1344744712114334, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
14961/20000, episode_reward : 126, episode_length : 16, CTR : 0.875, a_loss : -58.97719955444336, q_loss : 0.14744941890239716, SCL Loss : 0×0, ICL Loss : 16×1.0, UCL Loss : 0×0
14962/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -48.53068542480469, q_loss : 0.14017653465270996, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
14963/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -44.94895553588867, q_loss : 0.21445704996585846, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14964/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -46.007389068603516, q_loss : 0.18261149525642395, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14965/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -49.690284729003906, q_loss : 0.2067367136478424, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
14966/20000, episode_reward : 63, episode_length : 10, CTR : 0.7, a_loss : -53.93068313598633, q_loss : 0.16642047464847565, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
14967/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -44.87714767456055, q_loss : 0.16750797629356384, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14968/20000, episode_reward : 541, episode_length : 75, CTR : 0.8133333333333334, a_loss : -47.609615325927734, q_loss : 0.15885305404663086, SCL Loss : 0×0, ICL Loss : 75×1.0, UCL Loss : 0×0
14969/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.22016906738281, q_loss : 0.1493569016456604, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14970/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -54.87213897705078, q_loss : 0.1704695224761963, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14971/20000, episode_reward : 99, episode_length : 11, CTR : 1.0, a_loss : -49.43316650390625, q_loss : 0.20492902398109436, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
14972/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -52.524410247802734, q_loss : 0.21242918074131012, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14973/20000, episode_reward : 3, episode_length : 1, CTR : 1.0, a_loss : -49.61235046386719, q_loss : 0.19413170218467712, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14974/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -51.15644073486328, q_loss : 0.16172176599502563, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14975/20000, episode_reward : 9, episode_length : 5, CTR : 0.2, a_loss : -44.399391174316406, q_loss : 0.1495467573404312, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
14976/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -48.8751220703125, q_loss : 0.13269981741905212, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
14977/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -48.67969512939453, q_loss : 0.1575893759727478, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14978/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -53.63562774658203, q_loss : 0.25466060638427734, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
14979/20000, episode_reward : 567, episode_length : 65, CTR : 0.9692307692307692, a_loss : -48.248043060302734, q_loss : 0.14551660418510437, SCL Loss : 0×0, ICL Loss : 65×1.0, UCL Loss : 0×0
14980/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -46.77855682373047, q_loss : 0.18308809399604797, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14981/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -53.601192474365234, q_loss : 0.1513046771287918, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14982/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -50.67399215698242, q_loss : 0.14990442991256714, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14983/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -52.063758850097656, q_loss : 0.14248815178871155, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
14984/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -51.517906188964844, q_loss : 0.19361066818237305, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14985/20000, episode_reward : 198, episode_length : 23, CTR : 0.9565217391304348, a_loss : -52.739234924316406, q_loss : 0.09210003912448883, SCL Loss : 0×0, ICL Loss : 23×1.0, UCL Loss : 0×0
14986/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -52.29160690307617, q_loss : 0.14051757752895355, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14987/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -51.912227630615234, q_loss : 0.14413854479789734, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14988/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.454200744628906, q_loss : 0.15192095935344696, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
14989/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -55.93489456176758, q_loss : 0.14400547742843628, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
14990/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.81770324707031, q_loss : 0.16265270113945007, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14991/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -55.82411575317383, q_loss : 0.21039682626724243, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14992/20000, episode_reward : 45, episode_length : 10, CTR : 0.5, a_loss : -49.68461227416992, q_loss : 0.15002059936523438, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
14993/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -47.01503372192383, q_loss : 0.1331048309803009, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
14994/20000, episode_reward : 126, episode_length : 15, CTR : 0.9333333333333333, a_loss : -53.216033935546875, q_loss : 0.16354739665985107, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
14995/20000, episode_reward : 155, episode_length : 20, CTR : 0.9, a_loss : -58.113319396972656, q_loss : 0.1391282081604004, SCL Loss : 0×0, ICL Loss : 20×1.0, UCL Loss : 0×0
14996/20000, episode_reward : 99, episode_length : 11, CTR : 1.0, a_loss : -50.42094421386719, q_loss : 0.18858879804611206, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
14997/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -48.69739532470703, q_loss : 0.15974754095077515, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
14998/20000, episode_reward : 18, episode_length : 4, CTR : 0.5, a_loss : -45.171539306640625, q_loss : 0.1376589834690094, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
14999/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -55.7031135559082, q_loss : 0.22693461179733276, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15000/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -45.848045349121094, q_loss : 0.2507612407207489, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15001/20000, episode_reward : 87, episode_length : 14, CTR : 1.0, a_loss : -45.68836212158203, q_loss : 0.12090159952640533, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
15002/20000, episode_reward : 6, episode_length : 3, CTR : 1.0, a_loss : -54.497161865234375, q_loss : 0.17577601969242096, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15003/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -53.314857482910156, q_loss : 0.17589139938354492, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15004/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -56.18021011352539, q_loss : 0.23968258500099182, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15005/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -54.301002502441406, q_loss : 0.16003412008285522, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15006/20000, episode_reward : 39, episode_length : 9, CTR : 1.0, a_loss : -49.856163024902344, q_loss : 0.18849043548107147, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
15007/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.96449279785156, q_loss : 0.10475508868694305, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15008/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -48.93751525878906, q_loss : 0.13215073943138123, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15009/20000, episode_reward : 90, episode_length : 18, CTR : 0.8888888888888888, a_loss : -53.88457489013672, q_loss : 0.20788750052452087, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
15010/20000, episode_reward : 364, episode_length : 46, CTR : 0.9130434782608695, a_loss : -55.14867401123047, q_loss : 0.12485703825950623, SCL Loss : 0×0, ICL Loss : 46×1.0, UCL Loss : 0×0
15011/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -50.09656524658203, q_loss : 0.14012812077999115, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15012/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -45.49008560180664, q_loss : 0.1171833947300911, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15013/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -52.028114318847656, q_loss : 0.16391198337078094, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15014/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -46.75299072265625, q_loss : 0.15802861750125885, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15015/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -47.585731506347656, q_loss : 0.17753157019615173, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15016/20000, episode_reward : 19, episode_length : 5, CTR : 0.6, a_loss : -53.96597671508789, q_loss : 0.178025022149086, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15017/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -53.33392333984375, q_loss : 0.6805148720741272, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15018/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -50.743614196777344, q_loss : 0.14935259521007538, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15019/20000, episode_reward : 198, episode_length : 27, CTR : 0.8148148148148148, a_loss : -50.734989166259766, q_loss : 0.11177439987659454, SCL Loss : 0×0, ICL Loss : 27×1.0, UCL Loss : 0×0
15020/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -46.95429611206055, q_loss : 0.12440801411867142, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15021/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -49.85007095336914, q_loss : 0.16561216115951538, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15022/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -46.73576354980469, q_loss : 0.11600503325462341, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15023/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -47.55739974975586, q_loss : 0.20922502875328064, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15024/20000, episode_reward : 207, episode_length : 25, CTR : 0.92, a_loss : -48.464073181152344, q_loss : 0.13045281171798706, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15025/20000, episode_reward : 27, episode_length : 7, CTR : 0.42857142857142855, a_loss : -50.409889221191406, q_loss : 0.1659114956855774, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15026/20000, episode_reward : 127, episode_length : 16, CTR : 0.9375, a_loss : -51.36853790283203, q_loss : 0.18730370700359344, SCL Loss : 0×0, ICL Loss : 16×1.0, UCL Loss : 0×0
15027/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -49.608585357666016, q_loss : 0.10896827280521393, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15028/20000, episode_reward : 11, episode_length : 3, CTR : 0.6666666666666666, a_loss : -53.548179626464844, q_loss : 0.2120947539806366, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15029/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -50.967506408691406, q_loss : 0.1408592164516449, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15030/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -56.62543487548828, q_loss : 0.1163497120141983, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15031/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -56.29066467285156, q_loss : 0.1417863667011261, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15032/20000, episode_reward : 104, episode_length : 13, CTR : 1.0, a_loss : -51.72329330444336, q_loss : 0.15029770135879517, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
15033/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -42.773887634277344, q_loss : 0.2011587768793106, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15034/20000, episode_reward : 54, episode_length : 7, CTR : 0.8571428571428571, a_loss : -52.51197814941406, q_loss : 0.25672289729118347, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15035/20000, episode_reward : 126, episode_length : 17, CTR : 0.8235294117647058, a_loss : -46.75279998779297, q_loss : 0.13667574524879456, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
15036/20000, episode_reward : 63, episode_length : 8, CTR : 0.875, a_loss : -46.62552261352539, q_loss : 0.15675032138824463, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15037/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -50.560482025146484, q_loss : 0.15302810072898865, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15038/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -48.20923614501953, q_loss : 0.09605397284030914, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15039/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -44.058021545410156, q_loss : 0.13482719659805298, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15040/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -46.63270568847656, q_loss : 0.12594205141067505, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15041/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -48.412906646728516, q_loss : 0.10063958168029785, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15042/20000, episode_reward : 28, episode_length : 6, CTR : 0.6666666666666666, a_loss : -52.078758239746094, q_loss : 0.13851049542427063, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
15043/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -53.784114837646484, q_loss : 0.06442325562238693, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15044/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -52.833946228027344, q_loss : 0.08257830142974854, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15045/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -48.376190185546875, q_loss : 0.13199421763420105, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15046/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.32204055786133, q_loss : 0.16621090471744537, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15047/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -58.59965896606445, q_loss : 0.1219036877155304, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15048/20000, episode_reward : 243, episode_length : 27, CTR : 1.0, a_loss : -56.052799224853516, q_loss : 0.2689453363418579, SCL Loss : 0×0, ICL Loss : 27×1.0, UCL Loss : 0×0
15049/20000, episode_reward : 72, episode_length : 28, CTR : 0.2857142857142857, a_loss : -54.619140625, q_loss : 0.17714104056358337, SCL Loss : 0×0, ICL Loss : 28×1.0, UCL Loss : 0×0
15050/20000, episode_reward : 72, episode_length : 9, CTR : 0.8888888888888888, a_loss : -50.29798889160156, q_loss : 0.1579098254442215, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
15051/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -50.32453918457031, q_loss : 0.08660563826560974, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15052/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -51.10881042480469, q_loss : 0.1782679259777069, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15053/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -53.085391998291016, q_loss : 0.16754567623138428, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15054/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -48.03981399536133, q_loss : 0.12272284924983978, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15055/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -55.72903823852539, q_loss : 0.31211549043655396, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15056/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -45.52818298339844, q_loss : 0.135313481092453, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15057/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -48.755531311035156, q_loss : 0.20400255918502808, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15058/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -52.09693908691406, q_loss : 0.18007703125476837, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15059/20000, episode_reward : 6, episode_length : 5, CTR : 0.6, a_loss : -51.478092193603516, q_loss : 0.16477976739406586, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15060/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -49.124061584472656, q_loss : 0.16227921843528748, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15061/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -51.043067932128906, q_loss : 0.09646889567375183, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15062/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -46.073211669921875, q_loss : 0.1729297935962677, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15063/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -57.36305236816406, q_loss : 0.12532031536102295, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15064/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -51.86268615722656, q_loss : 0.14927849173545837, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15065/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -47.99286651611328, q_loss : 0.16048189997673035, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15066/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -49.68001937866211, q_loss : 0.10869862884283066, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15067/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -53.822601318359375, q_loss : 0.17287451028823853, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15068/20000, episode_reward : 291, episode_length : 35, CTR : 0.9428571428571428, a_loss : -53.537620544433594, q_loss : 0.15952490270137787, SCL Loss : 0×0, ICL Loss : 35×1.0, UCL Loss : 0×0
15069/20000, episode_reward : 163, episode_length : 21, CTR : 0.9047619047619048, a_loss : -47.26469039916992, q_loss : 0.1331011950969696, SCL Loss : 0×0, ICL Loss : 21×1.0, UCL Loss : 0×0
15070/20000, episode_reward : 306, episode_length : 36, CTR : 0.9444444444444444, a_loss : -46.112953186035156, q_loss : 0.10487980395555496, SCL Loss : 0×0, ICL Loss : 36×1.0, UCL Loss : 0×0
15071/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.45378112792969, q_loss : 0.16095101833343506, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15072/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -50.679595947265625, q_loss : 0.19857542216777802, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15073/20000, episode_reward : 14, episode_length : 5, CTR : 0.4, a_loss : -44.43846893310547, q_loss : 0.12758609652519226, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15074/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -45.888004302978516, q_loss : 0.18337145447731018, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15075/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -48.808563232421875, q_loss : 0.12836262583732605, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15076/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.90184783935547, q_loss : 0.12429735064506531, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15077/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -51.949005126953125, q_loss : 0.1293191909790039, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15078/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.130775451660156, q_loss : 0.09504590928554535, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15079/20000, episode_reward : 45, episode_length : 7, CTR : 0.7142857142857143, a_loss : -58.69280242919922, q_loss : 0.1303446888923645, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15080/20000, episode_reward : 72, episode_length : 8, CTR : 1.0, a_loss : -53.36625289916992, q_loss : 0.11559118330478668, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15081/20000, episode_reward : 18, episode_length : 7, CTR : 0.2857142857142857, a_loss : -50.9334831237793, q_loss : 0.11538378149271011, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15082/20000, episode_reward : 55, episode_length : 7, CTR : 1.0, a_loss : -50.8870849609375, q_loss : 0.16436466574668884, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15083/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.7327766418457, q_loss : 0.12635070085525513, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15084/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -50.84403991699219, q_loss : 0.20229947566986084, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15085/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -46.168792724609375, q_loss : 0.17331978678703308, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15086/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -53.03157424926758, q_loss : 0.11642907559871674, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15087/20000, episode_reward : 38, episode_length : 7, CTR : 0.7142857142857143, a_loss : -49.930213928222656, q_loss : 0.13728147745132446, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15088/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -48.176605224609375, q_loss : 0.16764819622039795, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15089/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -47.629695892333984, q_loss : 0.1397440880537033, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15090/20000, episode_reward : 147, episode_length : 46, CTR : 0.43478260869565216, a_loss : -51.58160400390625, q_loss : 0.07802452147006989, SCL Loss : 0×0, ICL Loss : 46×1.0, UCL Loss : 0×0
15091/20000, episode_reward : 24, episode_length : 9, CTR : 1.0, a_loss : -49.34593200683594, q_loss : 0.19946861267089844, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
15092/20000, episode_reward : 171, episode_length : 23, CTR : 0.8260869565217391, a_loss : -49.96326446533203, q_loss : 0.20281732082366943, SCL Loss : 0×0, ICL Loss : 23×1.0, UCL Loss : 0×0
15093/20000, episode_reward : 81, episode_length : 10, CTR : 0.9, a_loss : -51.121978759765625, q_loss : 0.10704492777585983, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
