0/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : 0, q_loss : 0, SCL Loss : 0×0, ICL Loss : 0×0, UCL Loss : 0×0
15094/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -50.36856460571289, q_loss : 0.12135881930589676, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15095/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -53.64025115966797, q_loss : 0.1158842220902443, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15096/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -50.74485778808594, q_loss : 0.17041261494159698, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15097/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -50.51957702636719, q_loss : 0.2144293189048767, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15098/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -59.1306037902832, q_loss : 0.14868763089179993, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15099/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -53.729705810546875, q_loss : 0.2007722705602646, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15100/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -48.63827896118164, q_loss : 0.1715117245912552, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15101/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -43.957183837890625, q_loss : 0.10190077126026154, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15102/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -49.363094329833984, q_loss : 0.203529953956604, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15103/20000, episode_reward : 54, episode_length : 6, CTR : 1.0, a_loss : -52.32955551147461, q_loss : 0.18857204914093018, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
15104/20000, episode_reward : 45, episode_length : 6, CTR : 0.8333333333333334, a_loss : -51.107147216796875, q_loss : 0.160541832447052, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
15105/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -50.30699920654297, q_loss : 0.1550818234682083, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15106/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -49.952552795410156, q_loss : 0.192522794008255, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15107/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -47.26634979248047, q_loss : 0.1273905336856842, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15108/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -52.466644287109375, q_loss : 0.11601090431213379, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15109/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -51.006103515625, q_loss : 0.18167808651924133, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15110/20000, episode_reward : 54, episode_length : 7, CTR : 0.8571428571428571, a_loss : -51.091468811035156, q_loss : 0.22572149336338043, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15111/20000, episode_reward : 14, episode_length : 7, CTR : 1.0, a_loss : -54.797489166259766, q_loss : 0.24804624915122986, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15112/20000, episode_reward : 209, episode_length : 25, CTR : 0.96, a_loss : -52.37296676635742, q_loss : 0.17675438523292542, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15113/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -46.825260162353516, q_loss : 0.14389392733573914, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15114/20000, episode_reward : 54, episode_length : 6, CTR : 1.0, a_loss : -56.91789245605469, q_loss : 0.19724389910697937, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
15115/20000, episode_reward : 0, episode_length : 9, CTR : 0.0, a_loss : -53.49330520629883, q_loss : 0.20459707081317902, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
15116/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -48.92336654663086, q_loss : 0.08838079869747162, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15117/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.696250915527344, q_loss : 0.10503080487251282, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15118/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -51.627342224121094, q_loss : 0.16871854662895203, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15119/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -46.6512565612793, q_loss : 0.1688658595085144, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15120/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.562744140625, q_loss : 0.15019938349723816, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15121/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -45.3558464050293, q_loss : 0.21451902389526367, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15122/20000, episode_reward : 49, episode_length : 9, CTR : 1.0, a_loss : -51.32124328613281, q_loss : 0.18009178340435028, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
15123/20000, episode_reward : 356, episode_length : 65, CTR : 0.8461538461538461, a_loss : -48.354530334472656, q_loss : 0.14135921001434326, SCL Loss : 0×0, ICL Loss : 65×1.0, UCL Loss : 0×0
15124/20000, episode_reward : 100, episode_length : 13, CTR : 0.9230769230769231, a_loss : -54.968666076660156, q_loss : 0.15017391741275787, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
15125/20000, episode_reward : 2, episode_length : 2, CTR : 1.0, a_loss : -42.60818862915039, q_loss : 0.1148296520113945, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15126/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -48.597381591796875, q_loss : 0.519361674785614, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15127/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -50.40269470214844, q_loss : 0.16426721215248108, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15128/20000, episode_reward : 748, episode_length : 100, CTR : 0.84, a_loss : -52.96171951293945, q_loss : 0.2876736521720886, SCL Loss : 0×0, ICL Loss : 100×1.0, UCL Loss : 0×0
15129/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -48.1996955871582, q_loss : 0.2596698999404907, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15130/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -53.23576354980469, q_loss : 0.17985956370830536, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15131/20000, episode_reward : 18, episode_length : 12, CTR : 0.6666666666666666, a_loss : -45.620445251464844, q_loss : 0.1364380270242691, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
15132/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -49.12302780151367, q_loss : 0.14230507612228394, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15133/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -56.669288635253906, q_loss : 0.1746799647808075, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15134/20000, episode_reward : 16, episode_length : 19, CTR : 0.42105263157894735, a_loss : -43.45586013793945, q_loss : 0.16359126567840576, SCL Loss : 0×0, ICL Loss : 19×1.0, UCL Loss : 0×0
15135/20000, episode_reward : 13, episode_length : 3, CTR : 1.0, a_loss : -50.30046081542969, q_loss : 0.12386783957481384, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15136/20000, episode_reward : 38, episode_length : 7, CTR : 0.7142857142857143, a_loss : -53.52086639404297, q_loss : 0.19025251269340515, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15137/20000, episode_reward : 20, episode_length : 3, CTR : 1.0, a_loss : -53.19732666015625, q_loss : 0.1995856612920761, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15138/20000, episode_reward : 90, episode_length : 11, CTR : 0.9090909090909091, a_loss : -52.113773345947266, q_loss : 0.13439589738845825, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
15139/20000, episode_reward : 19, episode_length : 3, CTR : 1.0, a_loss : -56.35151672363281, q_loss : 0.2305099219083786, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15140/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -50.964027404785156, q_loss : 0.18690000474452972, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15141/20000, episode_reward : 90, episode_length : 10, CTR : 1.0, a_loss : -55.7303466796875, q_loss : 0.19549834728240967, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
15142/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -56.72643280029297, q_loss : 0.22018054127693176, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15143/20000, episode_reward : 59, episode_length : 11, CTR : 0.6363636363636364, a_loss : -52.36943054199219, q_loss : 0.1598532497882843, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
15144/20000, episode_reward : 35, episode_length : 5, CTR : 1.0, a_loss : -50.7940788269043, q_loss : 0.14056606590747833, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15145/20000, episode_reward : 18, episode_length : 4, CTR : 0.5, a_loss : -49.654273986816406, q_loss : 0.18829089403152466, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15146/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -55.852020263671875, q_loss : 0.21763937175273895, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15147/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.99100875854492, q_loss : 0.17998401820659637, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15148/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -47.78240203857422, q_loss : 0.25603187084198, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15149/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -58.007686614990234, q_loss : 0.10847826302051544, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15150/20000, episode_reward : 63, episode_length : 8, CTR : 0.875, a_loss : -50.09718322753906, q_loss : 0.30879077315330505, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15151/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -56.050899505615234, q_loss : 0.13459669053554535, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15152/20000, episode_reward : 100, episode_length : 14, CTR : 1.0, a_loss : -48.07191848754883, q_loss : 0.16810938715934753, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
15153/20000, episode_reward : 113, episode_length : 13, CTR : 1.0, a_loss : -57.267051696777344, q_loss : 0.10081861168146133, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
15154/20000, episode_reward : 56, episode_length : 7, CTR : 1.0, a_loss : -52.765560150146484, q_loss : 0.25720298290252686, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15155/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -55.382423400878906, q_loss : 0.2202119529247284, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15156/20000, episode_reward : 118, episode_length : 14, CTR : 1.0, a_loss : -54.773521423339844, q_loss : 0.2255101054906845, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
15157/20000, episode_reward : 55, episode_length : 7, CTR : 1.0, a_loss : -56.41795349121094, q_loss : 0.28752779960632324, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
15158/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -53.588951110839844, q_loss : 0.19161662459373474, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15159/20000, episode_reward : 64, episode_length : 14, CTR : 1.0, a_loss : -57.65290832519531, q_loss : 0.22284451127052307, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
15160/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -57.392494201660156, q_loss : 0.2281472235918045, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15161/20000, episode_reward : 19, episode_length : 3, CTR : 1.0, a_loss : -46.41143035888672, q_loss : 0.1950301229953766, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15162/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -51.283363342285156, q_loss : 0.1821248084306717, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15163/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -49.826759338378906, q_loss : 0.15478715300559998, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15164/20000, episode_reward : 72, episode_length : 9, CTR : 0.8888888888888888, a_loss : -47.365760803222656, q_loss : 0.1935882568359375, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
15165/20000, episode_reward : 5, episode_length : 5, CTR : 1.0, a_loss : -48.3118782043457, q_loss : 0.10779925435781479, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15166/20000, episode_reward : 46, episode_length : 6, CTR : 1.0, a_loss : -52.46183395385742, q_loss : 0.1540767401456833, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
15167/20000, episode_reward : 63, episode_length : 12, CTR : 0.5833333333333334, a_loss : -47.167022705078125, q_loss : 0.19632859528064728, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
15168/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -48.30072784423828, q_loss : 0.16205069422721863, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15169/20000, episode_reward : 135, episode_length : 17, CTR : 0.8823529411764706, a_loss : -54.180179595947266, q_loss : 0.19300544261932373, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
15170/20000, episode_reward : 512, episode_length : 92, CTR : 0.9456521739130435, a_loss : -49.52369689941406, q_loss : 0.21194243431091309, SCL Loss : 0×0, ICL Loss : 92×1.0, UCL Loss : 0×0
15171/20000, episode_reward : 78, episode_length : 16, CTR : 0.8125, a_loss : -45.36846923828125, q_loss : 0.09925047308206558, SCL Loss : 0×0, ICL Loss : 16×1.0, UCL Loss : 0×0
15172/20000, episode_reward : 613, episode_length : 75, CTR : 0.92, a_loss : -44.59169006347656, q_loss : 0.2391066998243332, SCL Loss : 0×0, ICL Loss : 75×1.0, UCL Loss : 0×0
15173/20000, episode_reward : 6, episode_length : 2, CTR : 1.0, a_loss : -48.04571533203125, q_loss : 0.16005896031856537, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15174/20000, episode_reward : 9, episode_length : 8, CTR : 0.125, a_loss : -45.21506118774414, q_loss : 0.2178800404071808, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
15175/20000, episode_reward : 81, episode_length : 13, CTR : 1.0, a_loss : -46.20915222167969, q_loss : 0.19439497590065002, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
15176/20000, episode_reward : 432, episode_length : 79, CTR : 0.6329113924050633, a_loss : -56.51940155029297, q_loss : 0.10451152920722961, SCL Loss : 0×0, ICL Loss : 79×1.0, UCL Loss : 0×0
15177/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -51.295318603515625, q_loss : 0.1049841046333313, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15178/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.6628303527832, q_loss : 0.16043537855148315, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15179/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -46.992820739746094, q_loss : 0.18403467535972595, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15180/20000, episode_reward : 90, episode_length : 11, CTR : 0.9090909090909091, a_loss : -52.86515808105469, q_loss : 0.175699383020401, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
15181/20000, episode_reward : 37, episode_length : 5, CTR : 1.0, a_loss : -56.299949645996094, q_loss : 0.17873959243297577, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15182/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -51.80766677856445, q_loss : 0.11400949954986572, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15183/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -49.175846099853516, q_loss : 0.15534284710884094, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15184/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -48.518707275390625, q_loss : 0.16418322920799255, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15185/20000, episode_reward : 37, episode_length : 6, CTR : 0.8333333333333334, a_loss : -55.87359619140625, q_loss : 0.2439671903848648, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
15186/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.24829864501953, q_loss : 0.12884482741355896, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15187/20000, episode_reward : 26, episode_length : 13, CTR : 1.0, a_loss : -53.69655227661133, q_loss : 0.17600108683109283, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
15188/20000, episode_reward : 190, episode_length : 25, CTR : 0.88, a_loss : -50.90644073486328, q_loss : 0.19090676307678223, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15189/20000, episode_reward : 452, episode_length : 61, CTR : 0.8524590163934426, a_loss : -49.76997375488281, q_loss : 0.13937212526798248, SCL Loss : 0×0, ICL Loss : 61×1.0, UCL Loss : 0×0
15190/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -51.58616256713867, q_loss : 0.13410651683807373, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15191/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.61599349975586, q_loss : 0.15779873728752136, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15192/20000, episode_reward : 55, episode_length : 21, CTR : 0.8095238095238095, a_loss : -47.70978927612305, q_loss : 0.16962823271751404, SCL Loss : 0×0, ICL Loss : 21×1.0, UCL Loss : 0×0
15193/20000, episode_reward : 105, episode_length : 16, CTR : 0.9375, a_loss : -52.57750701904297, q_loss : 0.08371894806623459, SCL Loss : 0×0, ICL Loss : 16×1.0, UCL Loss : 0×0
15194/20000, episode_reward : 166, episode_length : 29, CTR : 0.8275862068965517, a_loss : -48.85408020019531, q_loss : 0.11979556828737259, SCL Loss : 0×0, ICL Loss : 29×1.0, UCL Loss : 0×0
15195/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -44.36838150024414, q_loss : 0.1481075882911682, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
15196/20000, episode_reward : 203, episode_length : 25, CTR : 0.92, a_loss : -51.879432678222656, q_loss : 0.14755140244960785, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15197/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -52.884864807128906, q_loss : 0.14020615816116333, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
15198/20000, episode_reward : 144, episode_length : 25, CTR : 0.64, a_loss : -55.973426818847656, q_loss : 0.19227595627307892, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15199/20000, episode_reward : 27, episode_length : 5, CTR : 0.6, a_loss : -48.00190734863281, q_loss : 0.19331783056259155, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
15200/20000, episode_reward : 4, episode_length : 3, CTR : 0.6666666666666666, a_loss : -55.81283950805664, q_loss : 0.19550393521785736, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
15201/20000, episode_reward : 204, episode_length : 25, CTR : 0.96, a_loss : -52.74946975708008, q_loss : 0.16134892404079437, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15202/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -54.27857971191406, q_loss : 0.247493177652359, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
15203/20000, episode_reward : 99, episode_length : 14, CTR : 0.7857142857142857, a_loss : -50.20647430419922, q_loss : 0.11829278618097305, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
15204/20000, episode_reward : 125, episode_length : 25, CTR : 1.0, a_loss : -47.9898567199707, q_loss : 0.12415066361427307, SCL Loss : 0×0, ICL Loss : 25×1.0, UCL Loss : 0×0
15205/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.327598571777344, q_loss : 0.19373297691345215, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
